date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
12-2014,400000.0,3,1.75,1920,9102,1.0,0,0,3,1,1920,0,47,47
03-2015,505000.0,3,2.0,1260,5460,1.0,0,0,3,1,1260,0,43,43
10-2014,475000.0,5,2.5,2340,7200,1.0,0,0,3,1,1300,1040,40,40
11-2014,520000.0,3,2.25,2590,9263,1.0,0,0,5,1,1440,1150,38,38
12-2014,333500.0,3,1.75,1220,9732,1.0,0,0,3,1,1220,0,50,50
02-2015,232000.0,3,1.0,1400,10403,1.0,0,0,4,1,1400,0,39,39
04-2015,691100.0,3,2.75,2360,16117,1.0,0,0,4,1,1710,650,32,32
10-2014,811000.0,3,1.75,1870,9897,1.0,0,0,4,1,1870,0,55,55
05-2014,551000.0,3,2.5,2830,5802,2.0,0,0,3,1,2830,0,14,14
01-2015,496500.0,3,2.5,2260,3640,2.0,0,0,3,1,2260,0,21,21
01-2015,255000.0,3,1.75,1240,8659,1.0,0,0,5,1,1240,0,29,29
03-2015,348000.0,3,2.25,2570,8491,2.0,0,0,4,1,2570,0,26,26
11-2014,230000.0,3,2.0,1510,3413,2.0,0,0,3,1,1510,0,30,30
12-2014,359500.0,4,2.25,2390,11250,2.0,0,0,3,1,2390,0,27,27
11-2014,330000.0,3,1.0,980,7000,1.0,0,0,3,1,980,0,62,62
12-2014,465000.0,3,1.75,1480,6360,1.0,0,0,3,1,1480,0,61,61
10-2014,325000.0,4,2.5,1850,7324,2.0,0,0,3,1,1850,0,18,18
01-2015,342500.0,3,2.5,1810,5192,2.0,0,0,3,1,1810,0,22,22
06-2014,290900.0,2,2.0,1610,17600,2.0,0,0,3,1,1610,0,85,32
08-2014,859900.0,4,2.75,3390,6298,2.0,0,0,3,1,3390,0,4,4
08-2014,520000.0,4,2.25,1890,3006,2.0,0,0,3,1,1890,0,12,12
09-2014,438924.0,3,1.5,1050,4590,1.0,0,0,3,1,850,200,66,66
04-2015,315000.0,2,1.0,630,6550,1.0,0,0,3,1,630,0,97,97
11-2014,378500.0,4,1.75,1700,8640,1.0,0,0,3,1,850,850,60,60
06-2014,328500.0,3,2.5,1950,8130,2.0,0,0,4,1,1950,0,25,25
03-2015,849950.0,3,3.0,2990,9773,2.0,0,0,4,1,2990,0,42,42
04-2015,295000.0,4,2.5,2160,7725,1.0,0,0,4,1,1460,700,37,37
07-2014,207950.0,2,2.0,890,5000,1.0,0,0,3,1,890,0,98,98
12-2014,699900.0,4,2.75,2810,7302,2.0,0,0,3,1,2810,0,13,13
11-2014,452000.0,4,1.5,1580,7350,1.0,0,0,4,1,960,620,52,52
01-2015,232000.0,3,1.75,1300,11230,1.0,0,0,5,1,1300,0,47,47
10-2014,669950.0,5,2.5,2820,14062,2.0,0,0,4,1,2380,440,55,55
06-2014,397500.0,3,2.0,1510,6710,1.0,0,0,3,1,1070,440,43,43
05-2014,490000.0,2,2.5,1230,1391,2.0,0,0,3,1,870,360,11,11
01-2015,725000.0,4,2.0,2110,4140,2.0,0,0,3,1,1710,400,90,12
08-2014,625000.0,2,1.5,1490,5750,1.5,0,0,4,1,1190,300,115,115
11-2014,437500.0,3,2.5,2120,4500,2.0,0,0,3,1,2120,0,15,15
05-2015,650000.0,4,2.5,3180,5438,2.0,0,0,3,1,3180,0,12,12
05-2014,475000.0,2,1.0,1490,3825,1.0,0,0,3,1,860,630,86,86
05-2014,342000.0,3,2.0,1930,11947,1.0,0,0,4,1,1930,0,49,49
02-2015,280000.0,3,1.5,1670,11610,1.0,0,0,4,1,1670,0,52,52
05-2014,240000.0,2,1.75,1330,7200,1.0,0,0,3,1,1330,0,22,22
05-2014,529000.0,3,1.0,1210,3328,1.5,0,0,4,1,1210,0,91,91
02-2015,442000.0,3,1.0,1190,5100,1.0,0,0,4,1,1030,160,74,74
05-2014,615000.0,2,1.0,1540,6872,1.0,0,0,4,1,820,720,69,69
05-2015,585000.0,4,1.75,2430,7559,1.0,0,0,4,1,1580,850,34,34
03-2015,480000.0,4,2.5,2600,7787,2.0,0,0,3,1,2600,0,10,10
11-2014,290000.0,4,1.0,1330,8184,1.5,0,0,3,1,1330,0,66,66
08-2014,615000.0,3,1.75,1900,5000,1.0,0,0,5,1,950,950,64,64
03-2015,300000.0,2,1.0,1100,7680,1.0,0,0,4,1,1100,0,65,65
05-2015,750000.0,3,2.5,2400,7745,2.0,0,0,3,1,2400,0,14,14
03-2015,288000.0,3,1.0,1190,7560,1.0,0,0,5,1,1190,0,57,57
09-2014,190000.0,2,1.0,630,6000,1.0,0,0,3,1,630,0,72,10
03-2015,515000.0,5,3.0,2530,5105,1.0,0,0,3,1,1520,1010,10,10
11-2014,235000.0,4,1.5,1690,11054,1.0,0,0,4,1,1690,0,85,85
08-2014,275000.0,2,1.0,940,5000,1.0,0,0,3,1,940,0,64,64
11-2014,727500.0,2,2.0,1240,9119,1.0,0,0,4,1,1240,0,63,63
06-2014,650000.0,4,2.5,3040,6587,2.0,0,0,3,1,3040,0,12,12
11-2014,365000.0,4,1.0,1590,7085,1.5,0,0,3,1,1590,0,71,71
04-2015,270500.0,3,2.5,1780,7848,1.0,0,0,3,1,1320,460,37,37
05-2015,200000.0,2,1.5,1360,1898,2.0,0,0,3,1,1360,0,37,37
06-2014,160000.0,3,1.5,1010,9600,1.0,0,0,4,1,1010,0,53,53
02-2015,204000.0,3,1.0,1040,7405,1.0,0,0,4,1,1040,0,44,44
02-2015,358000.0,3,2.25,1610,6655,2.0,0,0,4,1,1610,0,30,30
05-2015,452000.0,4,1.75,1570,8268,1.0,0,0,3,1,1570,0,36,36
12-2014,595000.0,2,2.0,1510,4000,1.0,0,0,4,1,1010,500,115,115
04-2015,249000.0,3,2.0,1360,6082,1.0,0,0,3,1,1360,0,21,21
03-2015,346900.0,4,2.5,1970,5106,2.0,0,0,3,1,1970,0,16,16
10-2014,280000.0,4,2.5,1560,4350,2.0,0,0,3,1,1560,0,12,12
10-2014,318888.0,4,1.75,2320,12000,1.0,0,0,4,1,2270,50,42,42
11-2014,375000.0,3,2.25,2120,18500,2.0,0,0,4,1,2120,0,32,32
03-2015,259950.0,2,2.0,1070,649,2.0,0,0,3,1,720,350,7,7
09-2014,315000.0,4,2.75,2300,18360,1.0,0,0,4,1,1560,740,36,36
05-2014,215000.0,2,1.0,1320,8865,1.0,0,0,4,1,1320,0,72,72
05-2015,451000.0,3,1.75,1790,9813,2.0,0,0,3,1,1790,0,66,66
09-2014,261000.0,2,1.0,750,8125,1.0,0,0,4,1,750,0,72,72
11-2014,396000.0,3,1.5,1300,8280,1.0,0,0,5,1,1300,0,59,59
07-2014,238000.0,4,1.0,1400,7242,1.5,0,0,3,1,1400,0,56,56
10-2014,331500.0,4,2.5,2050,10271,2.0,0,0,3,1,2050,0,17,17
12-2014,880000.0,3,2.5,2870,5163,2.0,0,0,3,1,2870,0,1,1
12-2014,638700.0,3,1.75,2080,9162,1.0,0,0,3,1,1370,710,55,55
07-2014,435000.0,3,2.5,1840,5680,2.0,0,0,3,1,1840,0,7,7
12-2014,260000.0,3,1.0,1180,5350,1.5,0,0,4,1,1180,0,56,56
08-2014,671500.0,5,2.75,2160,4000,1.5,0,0,5,1,1530,630,88,88
10-2014,610000.0,3,1.0,1180,3400,1.5,0,0,3,1,1180,0,108,108
07-2014,338900.0,4,2.5,1830,5612,2.0,0,0,3,1,1830,0,12,12
04-2015,442000.0,5,3.0,2560,5445,1.5,0,0,4,1,1760,800,88,88
06-2014,650000.0,5,2.75,2550,5040,1.5,0,0,5,1,2550,0,113,113
01-2015,263500.0,3,1.75,1330,9917,1.0,0,0,3,1,1040,290,34,34
12-2014,266000.0,3,2.5,1805,3402,2.0,0,0,3,1,1805,0,6,6
01-2015,530000.0,4,2.5,2320,5493,2.0,0,0,3,1,2320,0,11,11
12-2014,180000.0,3,1.0,1384,8960,1.0,0,0,4,1,1384,0,50,50
05-2014,619000.0,3,2.5,2720,6439,2.0,0,0,3,1,2720,0,10,10
08-2014,264000.0,3,1.5,1820,10608,1.0,0,0,4,1,1820,0,53,53
10-2014,439000.0,4,2.25,2060,10070,2.0,0,0,3,1,2060,0,40,40
11-2014,268500.0,4,1.75,1420,7500,1.0,0,0,4,1,1080,340,34,34
07-2014,330000.0,3,1.75,1510,15744,1.0,0,0,3,1,1510,0,30,30
08-2014,640000.0,3,2.5,2160,4000,1.5,0,0,3,1,1960,200,112,2
09-2014,370000.0,3,2.25,2110,13300,2.0,0,0,4,1,2110,0,30,30
03-2015,685000.0,3,2.0,2060,2900,1.5,0,0,5,1,1330,730,84,84
03-2015,290000.0,3,2.5,1610,2937,2.0,0,0,3,1,1610,0,9,9
09-2014,296000.0,4,2.5,1780,3600,2.0,0,0,3,1,1780,0,9,9
02-2015,360000.0,4,2.5,1840,9611,2.0,0,0,3,1,1840,0,19,19
06-2014,240500.0,3,1.75,1460,10584,1.0,0,0,3,1,990,470,18,18
07-2014,372500.0,2,2.5,1400,2958,2.0,0,0,3,1,1400,0,8,8
10-2014,515000.0,4,3.0,3590,8249,2.0,0,0,3,1,3590,0,18,18
10-2014,507000.0,2,1.75,1670,6460,1.0,0,0,3,1,1670,0,11,11
08-2014,185000.0,3,1.75,1430,10816,2.0,0,0,3,1,1430,0,21,21
08-2014,460000.0,3,1.75,1440,7070,1.0,0,0,3,1,1440,0,35,35
02-2015,435500.0,3,2.25,1450,4789,2.0,0,0,3,1,1450,0,30,30
05-2014,531000.0,2,3.0,1270,1175,2.0,0,0,3,1,1110,160,15,15
02-2015,443500.0,2,1.0,940,6804,1.0,0,0,3,1,940,0,66,66
11-2014,223000.0,3,2.0,1670,6824,1.0,0,0,3,1,1300,370,25,25
12-2014,340000.0,2,2.5,1100,1760,3.0,0,0,3,1,1100,0,18,18
11-2014,650000.0,3,2.0,1870,3388,1.0,0,0,4,1,1230,640,90,90
09-2014,533600.0,3,2.5,1930,5080,2.0,0,0,4,1,1930,0,25,25
06-2014,695000.0,3,2.75,2540,4694,2.0,0,0,3,1,2540,0,10,10
06-2014,242000.0,3,1.75,1280,7524,1.5,0,0,4,1,1280,0,27,27
01-2015,425000.0,3,2.25,1820,8814,1.0,0,0,3,1,1280,540,48,48
05-2015,525000.0,3,2.25,1490,9414,2.0,0,0,3,1,1490,0,34,34
09-2014,485000.0,3,2.5,1880,5502,2.0,0,0,3,1,1880,0,27,27
01-2015,175000.0,3,1.0,1250,9775,1.0,0,0,3,1,1250,0,44,44
06-2014,210000.0,3,2.0,1440,7210,1.0,0,0,3,1,1440,0,32,32
04-2015,260000.0,3,2.5,1920,7415,2.0,0,0,3,1,1920,0,26,26
06-2014,577000.0,3,2.5,2060,5750,1.0,0,0,3,1,1330,730,39,39
10-2014,200000.0,3,1.5,1210,10588,1.0,0,0,4,1,1210,0,57,57
02-2015,605000.0,2,1.75,1760,5000,1.0,0,0,4,1,940,820,88,88
05-2014,325000.0,3,1.0,990,6750,1.0,0,0,4,1,990,0,68,68
08-2014,289500.0,3,1.0,960,6400,1.0,0,0,4,1,820,140,71,71
08-2014,559950.0,3,2.5,1660,1458,3.0,0,0,3,1,1660,0,1,1
10-2014,543500.0,3,2.25,1270,2790,1.0,0,0,3,1,990,280,45,45
05-2014,218000.0,3,1.0,960,9633,1.0,0,0,5,1,960,0,33,33
06-2014,565000.0,2,1.75,1330,6000,1.0,0,0,4,1,960,370,101,70
12-2014,426700.0,3,1.75,2080,7700,1.0,0,0,5,1,1600,480,47,47
09-2014,542000.0,2,1.0,890,3060,1.0,0,0,3,1,770,120,105,105
06-2014,415000.0,3,1.75,1070,8000,1.0,0,0,3,1,1070,0,38,38
08-2014,214000.0,3,1.0,1200,8316,1.0,0,0,4,1,1200,0,62,62
01-2015,245000.0,3,1.5,1360,8910,2.0,0,0,5,1,1360,0,66,66
07-2014,314500.0,3,2.0,2050,13303,1.0,0,0,3,1,2050,0,22,22
04-2015,1120000.0,3,1.5,3000,5750,2.0,0,0,5,1,2000,1000,91,91
03-2015,378000.0,2,2.0,1300,3850,1.0,0,0,3,1,800,500,52,52
07-2014,305000.0,4,2.5,2250,9091,1.0,0,0,3,1,1340,910,33,33
09-2014,430000.0,3,2.5,2360,6699,2.0,0,0,3,1,2360,0,12,12
04-2015,240000.0,3,1.75,1760,6500,1.0,0,0,3,1,1150,610,28,28
03-2015,545000.0,3,1.75,1680,6200,1.5,0,0,3,1,1680,0,99,99
07-2014,530000.0,3,1.75,1320,2500,1.0,0,0,3,1,870,450,97,97
04-2015,425000.0,4,1.0,1260,7645,1.5,0,0,3,1,1260,0,90,90
11-2014,220000.0,3,1.0,1000,6020,1.0,0,0,3,1,1000,0,71,71
04-2015,597500.0,3,2.0,2150,5400,1.5,0,0,4,1,1380,770,104,104
07-2014,337000.0,3,2.5,1470,3976,2.0,0,0,3,1,1470,0,16,16
05-2014,495000.0,3,1.0,990,6000,1.0,0,0,3,1,990,0,72,72
01-2015,748000.0,4,3.5,2770,3330,2.0,0,0,3,1,1970,800,14,14
09-2014,888000.0,3,1.5,1250,8710,1.0,0,0,4,1,1250,0,62,62
11-2014,496500.0,4,2.5,2250,14440,1.0,0,0,3,1,1550,700,48,48
01-2015,475000.0,3,2.5,1640,5097,2.0,0,0,3,1,1640,0,46,46
05-2014,312000.0,3,1.5,1255,1374,3.0,0,0,3,1,1255,0,11,11
11-2014,323000.0,3,1.0,1290,12231,1.0,0,0,3,1,1290,0,39,39
11-2014,331000.0,3,1.75,1300,9079,1.0,0,0,3,1,1300,0,29,29
05-2014,306000.0,3,1.5,1220,1086,3.0,0,0,3,1,1220,0,8,8
09-2014,655000.0,4,2.5,2630,4000,3.0,0,0,3,1,2630,0,13,13
07-2014,290000.0,3,1.5,1950,15954,1.0,0,0,4,1,1950,0,56,56
06-2014,460000.0,3,1.75,1550,4708,1.0,0,0,4,1,860,690,66,66
09-2014,435000.0,4,2.5,1700,6380,1.0,0,0,4,1,850,850,75,75
03-2015,664000.0,4,2.75,2510,11880,1.0,0,0,5,1,1630,880,37,37
07-2014,497000.0,3,2.25,1870,9315,1.0,0,0,3,1,1350,520,40,40
06-2014,280000.0,2,1.0,1010,3000,1.0,0,0,4,1,1010,0,90,90
01-2015,188000.0,2,1.5,1120,17487,1.0,0,0,3,1,1120,0,91,91
08-2014,222000.0,3,2.0,1440,7187,1.0,0,0,4,1,970,470,34,34
10-2014,413000.0,4,3.5,2380,5809,2.0,0,0,4,1,1750,630,20,20
10-2014,400000.0,4,1.0,1420,4875,1.5,0,0,3,1,1420,0,85,85
01-2015,802541.0,5,2.75,2990,6768,2.0,0,0,3,1,2990,0,1,1
05-2014,320000.0,3,2.5,2680,7757,2.0,0,0,3,1,2680,0,25,25
03-2015,507000.0,4,2.5,2730,7649,2.0,0,0,3,1,2730,0,9,9
09-2014,387500.0,3,1.0,1220,8329,1.0,0,0,3,1,1220,0,69,69
02-2015,396000.0,3,1.0,1500,12616,1.0,0,0,3,1,1500,0,48,48
07-2014,359900.0,4,2.25,2470,7698,2.0,0,0,3,1,2470,0,32,32
03-2015,410000.0,2,1.0,800,4342,1.0,0,0,3,1,670,130,88,88
06-2014,245000.0,3,2.0,1410,5760,1.0,0,0,3,1,1410,0,30,30
09-2014,268000.0,4,1.75,1680,9966,1.0,0,0,3,1,1100,580,38,38
10-2014,980000.0,4,2.25,2240,11034,2.0,0,0,3,1,2240,0,39,39
05-2015,195000.0,2,1.0,820,5100,1.0,0,0,3,1,820,0,62,62
11-2014,480000.0,4,2.0,2180,10575,1.0,0,0,2,1,1730,450,65,65
12-2014,485000.0,4,2.0,1400,3600,1.0,0,0,3,1,1100,300,115,115
08-2014,130000.0,2,1.0,880,9000,1.0,0,0,3,1,880,0,87,87
04-2015,440000.0,3,1.75,1530,7245,1.0,0,0,4,1,1530,0,31,31
08-2014,310000.0,3,1.75,1490,7150,1.0,0,0,5,1,1490,0,48,48
06-2014,390000.0,4,2.5,2340,8548,2.0,0,0,3,1,2340,0,22,22
09-2014,243000.0,3,1.75,1450,12125,1.0,0,0,4,1,1450,0,34,34
07-2014,639000.0,4,2.5,2210,9875,2.0,0,0,3,1,2210,0,25,25
09-2014,215000.0,4,1.0,1130,7400,1.0,0,0,4,1,1130,0,46,46
03-2015,405000.0,5,1.75,1550,10500,1.0,0,0,3,1,1100,450,54,54
12-2014,250000.0,4,1.75,1710,7140,1.0,0,0,5,1,1010,700,47,47
07-2014,405500.0,3,1.5,1010,8108,1.0,0,0,5,1,1010,0,61,61
04-2015,267000.0,3,2.0,1300,9644,1.0,0,0,3,1,1300,0,21,21
08-2014,289950.0,3,2.5,1670,6186,2.0,0,0,3,1,1670,0,13,13
07-2014,565000.0,2,1.0,960,4080,1.0,0,0,5,1,960,0,104,104
04-2015,636000.0,3,2.5,2140,2770,2.0,0,0,3,1,1770,370,8,8
09-2014,350000.0,5,3.0,2520,5500,1.0,0,0,3,1,1550,970,11,11
06-2014,320000.0,3,1.5,1650,9380,1.0,0,0,5,1,1130,520,37,37
06-2014,210000.0,2,1.75,1440,5680,1.0,0,0,4,1,1440,0,37,37
09-2014,245000.0,2,1.0,1050,5900,1.0,0,0,3,1,1050,0,65,65
11-2014,328000.0,3,1.75,1470,7650,1.0,0,0,3,1,1130,340,32,32
09-2014,315000.0,3,2.25,1540,17424,2.0,0,0,3,1,1540,0,23,23
05-2014,403000.0,3,2.75,2090,8354,2.0,0,0,3,1,2090,0,3,3
01-2015,347500.0,4,2.5,2156,3562,2.0,0,0,3,1,2156,0,3,3
10-2014,365000.0,4,2.25,2070,8893,2.0,0,0,4,1,2070,0,29,29
02-2015,588000.0,3,1.0,1910,8167,1.0,0,0,4,1,1270,640,64,64
08-2014,605000.0,3,1.75,1920,7400,1.0,0,0,4,1,1260,660,38,38
11-2014,233000.0,3,2.0,1400,9177,1.0,0,0,3,1,1400,0,41,41
07-2014,360000.0,4,2.5,2210,17715,2.0,0,0,3,1,2210,0,18,18
12-2014,459000.0,2,1.75,1170,4887,1.0,0,0,3,1,1020,150,86,86
09-2014,305000.0,3,1.0,1160,9750,1.0,0,0,3,1,1160,0,48,48
06-2014,395000.0,3,1.0,1500,4000,1.0,0,0,3,1,900,600,90,90
01-2015,560000.0,4,2.5,2940,6000,2.0,0,0,3,1,2940,0,15,15
06-2014,449950.0,3,2.5,2170,4912,2.0,0,0,3,1,2170,0,12,12
09-2014,435000.0,4,1.5,1510,6460,1.0,0,0,3,1,1070,440,45,45
04-2015,329999.0,3,1.0,1150,6908,1.0,0,0,3,1,800,350,63,63
07-2014,447000.0,3,1.0,1370,6001,1.0,0,0,5,1,1230,140,71,71
08-2014,699800.0,2,2.5,2380,6600,1.0,0,0,3,1,2380,0,5,5
06-2014,850000.0,3,1.75,1370,3850,1.0,0,0,5,1,770,600,104,27
09-2014,316500.0,3,1.75,1600,14250,1.0,0,0,3,1,1070,530,36,36
02-2015,856600.0,4,2.25,2400,13430,1.0,0,0,4,1,2400,0,51,51
10-2014,405600.0,5,1.5,2830,4000,2.5,0,0,4,1,2830,0,97,97
09-2014,400000.0,3,2.25,1190,1149,2.0,0,0,3,1,1050,140,7,7
02-2015,374950.0,4,2.75,2730,4683,2.0,0,0,3,1,2730,0,10,10
12-2014,405300.0,3,2.75,2390,7939,1.0,0,0,5,1,1610,780,32,32
03-2015,824000.0,4,2.25,2490,9864,1.0,0,0,4,1,1290,1200,54,54
07-2014,260000.0,3,1.75,1100,10968,1.0,0,0,5,1,1100,0,31,31
01-2015,760000.0,4,2.5,2430,6099,1.0,0,0,5,1,1470,960,50,50
06-2014,429900.0,4,2.5,2640,8625,2.0,0,0,3,1,2640,0,28,28
11-2014,341500.0,3,1.5,1130,7223,1.0,0,0,4,1,1130,0,54,54
06-2014,465250.0,5,2.0,1940,7642,1.5,0,0,3,1,1940,0,58,58
05-2014,450000.0,2,2.0,1100,3000,1.5,0,0,3,1,1100,0,103,10
02-2015,390000.0,3,1.0,1200,10800,1.0,0,0,4,1,1200,0,60,60
05-2014,420000.0,3,2.25,2000,8030,1.0,0,0,4,1,1000,1000,52,52
06-2014,269950.0,3,2.5,1890,4838,2.0,0,0,3,1,1730,160,13,13
10-2014,493000.0,4,2.0,1910,2874,1.0,0,0,3,1,1060,850,105,105
05-2014,370000.0,4,2.5,2710,5880,2.0,0,0,3,1,2710,0,17,17
06-2014,400000.0,3,1.75,1590,8219,1.5,0,0,5,1,970,620,77,77
11-2014,320000.0,3,1.5,1240,1221,2.0,0,0,3,1,1050,190,6,6
01-2015,715000.0,4,1.0,2000,4800,2.0,0,0,4,1,2000,0,104,104
03-2015,218000.0,5,1.75,1930,8040,1.0,0,0,4,1,1930,0,49,49
04-2015,500000.0,2,1.0,1280,5400,1.0,0,0,3,1,1280,0,51,51
07-2014,232500.0,3,1.5,1940,9887,1.0,0,0,4,1,1140,800,46,46
05-2014,408200.0,3,2.5,1800,5761,2.0,0,0,4,1,1800,0,25,25
06-2014,522000.0,3,1.75,1730,8400,1.0,0,0,4,1,1400,330,35,35
06-2014,675000.0,4,2.5,2810,11120,2.0,0,0,3,1,2810,0,33,33
10-2014,249950.0,4,1.0,1330,7980,1.5,0,0,3,1,1330,0,63,63
07-2014,429950.0,4,1.0,1760,7216,1.0,0,0,3,1,1090,670,68,68
09-2014,710000.0,4,2.0,1740,9000,1.0,0,0,5,1,1740,0,57,57
10-2014,470000.0,3,2.5,2100,4700,2.0,0,0,3,1,2100,0,16,16
08-2014,650000.0,3,2.0,1340,2720,1.5,0,0,3,1,1340,0,102,102
01-2015,422120.0,3,2.5,1630,4534,2.0,0,0,3,1,1630,0,28,28
01-2015,625000.0,5,2.5,2990,15085,2.0,0,0,3,1,2990,0,8,8
06-2014,385200.0,4,1.0,1550,7740,1.5,0,0,3,1,1550,0,61,61
04-2015,500000.0,3,2.25,1690,4964,2.0,0,0,3,1,1690,0,26,26
11-2014,308000.0,4,2.25,1960,12243,2.0,0,0,3,1,1960,0,26,26
06-2014,565000.0,3,2.75,2390,9966,1.0,0,0,5,1,1360,1030,38,38
09-2014,581000.0,3,2.5,2600,4438,2.0,0,0,3,1,2600,0,11,11
08-2014,361000.0,3,2.0,1950,8698,1.0,0,0,3,1,1950,0,16,16
01-2015,345000.0,3,1.0,1250,7210,1.0,0,0,4,1,1250,0,51,51
10-2014,419000.0,2,2.25,1180,1253,2.0,0,0,3,1,840,340,7,7
05-2015,347000.0,3,2.5,1680,4308,2.0,0,0,3,1,1680,0,11,11
12-2014,379000.0,3,3.25,2660,17852,2.5,0,0,3,1,2660,0,1,1
12-2014,310000.0,3,1.5,1150,3323,2.0,0,0,3,1,1150,0,27,27
05-2015,250000.0,2,2.0,1130,5500,1.0,0,0,4,1,1130,0,74,74
08-2014,682000.0,5,2.75,2760,5000,2.0,0,0,3,1,2760,0,10,10
07-2014,246500.0,3,2.0,1430,8919,1.0,0,0,3,1,1430,0,23,23
08-2014,310950.0,4,2.5,2030,4997,2.0,0,0,3,1,2030,0,11,11
10-2014,287500.0,3,1.0,1810,7200,1.0,0,0,4,1,1130,680,61,61
02-2015,431000.0,3,1.0,1810,7200,1.0,0,0,4,1,1130,680,61,61
08-2014,226000.0,3,1.0,970,5000,1.0,0,0,3,1,970,0,47,47
05-2015,825000.0,3,1.75,2010,3090,1.5,0,0,5,1,1510,500,89,89
09-2014,175000.0,4,1.0,1300,6030,1.5,0,0,3,1,1300,0,68,68
05-2014,465750.0,3,1.5,1260,10350,1.0,0,0,3,1,1260,0,56,56
06-2014,350000.0,3,2.25,1780,16290,2.0,0,0,4,1,1780,0,28,28
06-2014,270000.0,4,2.25,1900,8600,1.0,0,0,4,1,1900,0,40,40
03-2015,324500.0,3,1.75,1920,11340,1.0,0,0,4,1,1230,690,38,38
07-2014,430000.0,2,1.75,1350,4003,1.0,0,0,3,1,1350,0,11,11
05-2015,419950.0,2,1.75,1350,4003,1.0,0,0,3,1,1350,0,11,11
01-2015,332000.0,4,2.5,2470,7780,2.0,0,0,3,1,2470,0,13,13
12-2014,282000.0,4,1.75,1660,10725,1.0,0,0,3,1,960,700,59,59
11-2014,320000.0,3,1.0,1340,5175,1.0,0,0,3,1,940,400,28,28
12-2014,456500.0,4,3.5,2000,2309,3.0,0,0,3,1,2000,0,7,7
05-2014,352000.0,3,2.25,1640,11050,1.0,0,0,4,1,1640,0,43,43
11-2014,664000.0,4,2.0,1530,4080,1.5,0,0,4,1,1530,0,103,103
03-2015,512000.0,3,1.75,1610,12555,1.0,0,0,3,1,1080,530,38,38
12-2014,254000.0,3,2.0,2070,9000,1.0,0,0,4,1,1450,620,46,46
05-2014,535800.0,4,2.5,1900,5790,2.0,0,0,3,1,1900,0,21,21
07-2014,438000.0,3,2.5,1520,1304,2.0,0,0,3,1,1180,340,9,9
06-2014,327000.0,5,2.75,2400,8050,2.0,0,0,3,1,2400,0,17,17
08-2014,370500.0,4,2.5,1790,6120,2.0,0,0,3,1,1790,0,10,10
10-2014,265000.0,3,2.5,1720,6271,2.0,0,0,3,1,1720,0,22,22
03-2015,450000.0,4,2.75,2980,13260,1.0,0,0,4,1,1800,1180,36,36
11-2014,166600.0,3,1.75,1150,8690,1.0,0,0,4,1,1150,0,38,38
05-2015,565000.0,3,1.0,910,5212,1.0,0,0,3,1,910,0,64,64
08-2014,539900.0,3,1.75,1650,10150,1.0,0,0,3,1,1230,420,39,39
11-2014,280000.0,4,2.5,2050,7416,2.0,0,0,3,1,2050,0,25,25
03-2015,275000.0,3,2.25,1420,8549,2.0,0,0,4,1,1420,0,26,26
04-2015,467000.0,3,2.5,3460,6590,2.0,0,0,3,1,3460,0,14,14
07-2014,457500.0,3,2.5,1500,4445,2.0,0,0,3,1,1500,0,19,19
12-2014,381156.0,2,1.0,1320,3090,1.0,0,0,4,1,1320,0,107,107
04-2015,289999.0,5,2.5,2180,8240,1.0,0,0,4,1,1220,960,38,38
04-2015,642450.0,3,1.75,1830,4160,1.0,0,0,3,1,1230,600,96,96
09-2014,469950.0,3,2.25,1620,8701,1.0,0,0,3,1,1220,400,53,53
02-2015,147500.0,3,1.0,1530,8498,1.0,0,0,3,1,1530,0,56,56
11-2014,390000.0,3,2.0,1910,11576,1.0,0,0,3,1,1410,500,37,37
12-2014,229000.0,3,1.0,1020,8100,1.0,0,0,3,1,1020,0,61,61
05-2014,185000.0,3,1.0,1150,8100,1.0,0,0,3,1,1150,0,83,83
08-2014,414900.0,3,1.5,1260,9570,1.0,0,0,3,1,870,390,74,74
02-2015,200000.0,4,2.0,1920,4822,1.0,0,0,2,1,920,1000,101,101
10-2014,225000.0,4,2.25,1800,9350,1.0,0,0,3,1,1800,0,46,46
09-2014,720000.0,3,1.75,2040,4000,2.0,0,0,5,1,1360,680,91,91
06-2014,930000.0,4,2.5,2200,4000,2.0,0,0,5,1,1430,770,107,107
11-2014,700000.0,5,3.25,2400,3118,2.0,0,0,4,1,1780,620,87,87
07-2014,466000.0,2,1.5,1140,1058,3.0,0,0,3,1,1140,0,10,10
08-2014,374000.0,3,1.5,1330,10640,1.0,0,0,3,1,1330,0,39,39
07-2014,480000.0,3,2.5,1940,10035,2.0,0,0,4,1,1940,0,21,21
11-2014,1010000.0,4,1.0,1820,5400,1.5,0,0,3,1,1820,0,92,1
05-2014,395000.0,4,2.5,2910,5000,2.0,0,0,3,1,2910,0,13,13
07-2014,340000.0,2,1.0,1090,6771,1.0,0,0,3,1,1090,0,61,61
08-2014,209000.0,3,2.0,1230,1340,2.0,0,0,3,1,1020,210,12,12
11-2014,431650.0,5,2.5,1710,7700,1.5,0,0,3,1,1710,0,53,53
05-2014,980000.0,5,2.5,3160,11470,1.0,0,0,4,1,1780,1380,44,44
03-2015,730000.0,4,2.25,2190,9009,2.0,0,0,4,1,1840,350,38,38
